,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26/12/2017,-4.4336,-19.641,-25.484,-2.5059,2.6777,9.9375,2.1426,1.8135,2.8047,5.2148,3.123,4.5898,0.36963,2.2891,2.9297,-0.9624,-7.3281,2.1797,-4.4648,-4.8711,-3.4453,0.93311,-2.9121,0.78809,0.77979,-8.8047,-1.8604,-3.3594,-10.016,-12.555,-3.3867,-6.7617,-7.8789,-7.8203,-10.609,-12.828,-9.0469,3.043,1.5947,-8.5547,-12.109,-13.367,-5.9023,2.6816,-22.656,-21.422,3.7383,-1.3955,-0.5791,-30.984,-4.8867,-4.9219,-7.6094,-1.2354,-4.5547,-6.3203,-3.9453,-5.1016,10.227,-8.1641,-4.25,-3.498,-2.0547,-14.32,1.4072,2.0059,-15.781,2.1875,4.8633,5.0469,-9.3594,-8.0234,-10.148,-8.5156,-15.383,-7.1953,-0.88672,-0.24487,-9.0938,-9.5781,-9.6953,-5.1562,-5.957,-6.6055,-6.8789,-11.258,-10.852,-4.0859,-6.3359,-7.2383,5.7422,4.1211,4.7344,3.7383,3.959,3.3359,-15.742
,01/01/2018,-4.4648,-19.766,-25.312,-1.6123,2.8867,9.9297,2.957,2.709,2.8027,5,3.5332,5.0859,0.89844,2.3535,3.3945,-0.78662,-7.207,1.6279,-4.3242,-4.4609,-3.0898,1.4707,-2.7969,1.0352,0.87646,-8.7578,-1.9355,-3.7051,-10.055,-12.484,-3.332,-6.2305,-6.1055,-7.4492,-10.25,-12.664,-8.8984,2.9961,1.1738,-8.4844,-10.586,-12.656,-5.8711,5.7031,-22.859,-22.062,3.9219,-0.66797,-0.55957,-31.25,-5.0586,-5.4609,-7.4531,-1.2305,-4.6719,-6.2617,-4.0234,-4.8477,9.3516,-8.1094,-4.3125,-3.5605,-1.9512,-14.531,1.7402,2.3828,-15.25,2.1055,4.6328,4.6875,-9.2031,-7.7695,-8.6797,-8.1328,-15.453,-8.3359,-0.51514,-0.2345,-9.5469,-10.078,-9.4688,-3.7695,-5.0664,-5.8203,-6.1836,-11.219,-11.117,-3.8418,-6.0547,-7.6758,5.3047,3.8066,4.4805,3.5566,3.1348,3.1973,-14.664
,07/01/2018,-4.5156,-19.766,-24.75,0.42896,2.5859,9.9688,3.7832,3.8105,3.0273,4.7617,3.8145,5.4844,1.4014,2.7734,3.9727,-0.86426,-6.5273,1.8164,-3.752,-3.2246,-3.3828,-0.61621,-3.2793,0.56006,0.68994,-6.5234,-2.3301,-3.123,-8.7891,-11.344,-2.7363,-5.7891,-4.8945,-7.3477,-10.055,-12.102,-8.9844,3.1719,2.9336,-7.1836,-10.758,-12.539,-5.6953,8.0156,-23.625,-23.438,4.3477,0.87158,0.8208,-31.344,-4.6328,-5.5273,-6.7031,-0.8877,-4.3242,-6.0508,-3.7676,-4.2148,9.3672,-7.2539,-4.2188,-3.3691,-1.583,-14.57,1.9873,2.8633,-15.398,2.2188,4.7617,4.668,-8.7891,-7.2227,-8.0391,-7.6758,-16.094,-9.4297,0.33447,0.22217,-9.7422,-10.531,-9.0156,-2.1875,-3.9258,-4.7227,-4.9531,-11.078,-11.25,-3.2324,-5.25,-6.4531,5.375,4.2227,4.7266,3.8281,3.3652,3.5312,-14.188
,13/01/2018,-4.3242,-19.969,-24.281,1.5283,2.209,10.312,3.6445,4.4375,3.2754,4.7266,3.6309,5.6094,1.8164,3.0918,4.1406,-1.9355,-5.2031,2.7559,-3.0273,-1.2598,-3.4883,-1.5928,-3.3535,0.39185,0.8042,-3.4727,-2.5234,-2.8418,-6.0508,-10.07,-1.7715,-5.0703,-4.0508,-7.1289,-9.3594,-11.117,-8.8906,3.2656,3.4609,-5.2695,-10.336,-11.516,-5.168,8.6172,-22.312,-21.938,4.1719,1.0977,2.0332,-30.812,-5.875,-5.5898,-6.7188,-0.11035,-3.8789,-6.0195,-3.6582,-4.0273,9.8984,-6.6992,-4.375,-3.5781,-1.5078,-14.188,2.3613,3.2051,-14.797,2.7578,5.4961,4.8516,-7.9727,-6.4727,-7.6719,-7.3945,-16.062,-8.9531,1.1992,1.2939,-9.4297,-10.062,-9.0625,-2.6484,-3.7363,-4.5312,-4.6367,-10.367,-10.906,-2.832,-4.6445,-5.4531,6.043,4.6797,5.1172,4.1953,3.8105,4.0625,-13.797
,19/01/2018,-3.9453,-20.203,-24,2.0605,1.8291,10.422,3.5605,4.5469,3.6406,4.375,3.2949,5.7617,1.6797,3.3926,4.2422,-1.9912,-4.2656,5.1055,-1.6982,0.32397,-3.6406,-3.2168,-3.4648,0.19592,0.6543,-1.1436,-2.1289,-1.8281,-3.7578,-9.0781,-0.60938,-4.8086,-3.9082,-7.3438,-9.7031,-10.906,-9.125,3.75,3.8242,-3.2773,-11.289,-11.539,-4.8984,7.1836,-22.391,-22.453,4.3477,1.1895,2.9199,-31.562,-5.1523,-4.3633,-7.5547,0.3501,-3.1152,-5.8867,-3.3867,-3.9688,10.758,-5.7891,-4.2656,-3.5605,-1.2461,-13.367,2.6133,3.5586,-14.719,3.3105,6.3711,5.7773,-7.0195,-5.4961,-7.8203,-7.5312,-15.914,-7.8711,2.3418,2.873,-8.5625,-9.2656,-9.0703,-2.6738,-3.3965,-4.2188,-4.3281,-10.062,-10.641,-2.2266,-3.9531,-4.4141,7.0977,5.4805,5.8867,4.8281,4.793,4.9414,-14.828
,25/01/2018,-3.2578,-20.812,-24.312,2.1992,2.2461,10.844,3.668,4.4688,3.7793,3.6875,2.7793,6.0195,1.6221,3.4434,4.207,-2.3926,-3.6465,5.75,-1.1455,1.0059,-2.9219,-1.5879,-2.918,0.6499,1.207,0.43823,-0.64307,-0.8335,-3.8418,-6.8203,-0.14954,-4.5664,-2.3418,-6.9609,-9.6406,-10.328,-8.625,4.0508,2.9941,-3.0625,-10.008,-10.445,-4.8672,5.0586,-21.766,-22.156,4.4609,0.54883,2.5977,-32.844,-4.9258,-3.8164,-8.6641,0.72803,-2.8633,-6.0859,-3.5117,-4.2227,10.727,-5.9766,-4.3008,-3.7148,-1.3965,-13,2.8652,3.6328,-13.344,3.9551,7.2148,6.5391,-6.168,-4.8047,-7.7344,-7.4062,-14.016,-6.168,2.7285,3.7656,-7.7383,-8.4219,-9.2578,-3.4277,-3.7812,-4.6328,-5.0039,-9.8125,-10.727,-1.8643,-4.1055,-4.5781,7.7344,6.2227,6.2656,5.1445,5.8945,5.3828,-14.672
,31/01/2018,-2.5859,-21.234,-24.422,2.168,2.873,10.477,4.4609,4.3867,4.0391,3.3848,2.9551,6.418,1.5449,3.6035,4.4102,-1.7285,-3.5391,5.3789,-1.1387,0.25854,-2.5977,-1.6699,-2.9258,0.48413,1.2803,0.60547,-0.21265,-0.43774,-5.168,-5.7422,-0.2771,-4.6367,-0.75732,-6.8008,-9.9062,-10.164,-8.4375,4.4141,2.8281,-3.3066,-9.7422,-10.5,-5.207,4.3906,-22.578,-24,5.2695,0.64941,3.2051,-32.75,-3.0645,-3.4453,-8.7344,0.69727,-2.4434,-6.1719,-3.5703,-4.2969,10.383,-6.1797,-4.2188,-3.6484,-1.7988,-13.242,2.959,3.6426,-13.328,4.0352,7.1562,6.4688,-5.7578,-4.457,-8.3281,-7.9961,-13.195,-4.4258,3.041,4.1914,-6.9648,-7.8203,-8.5703,-4.9453,-4.1523,-5.1211,-5.7148,-9.7031,-10.852,-1.8916,-3.9746,-4.6914,7.8555,6.5898,6.5781,5.3711,6.5508,5.7109,-14.531
,06/02/2018,-2.2305,-21.953,-24.75,1.8369,3.0723,10.055,4.3789,4.1523,3.7676,2.5254,2.9434,6.4102,1.6387,3.3516,4.2188,-1.9258,-3.5254,3.5293,-1.8936,-0.74414,-2.0742,-0.47021,-2.8672,0.44263,1.5059,0.75879,0.71338,0.037079,-6.1562,-4.043,-1.0547,-4.8086,-0.875,-5.7891,-9.1953,-9.1953,-7.6328,4.2969,3.3125,-3.9688,-8.1406,-9.6719,-5.5977,4.6758,-22.688,-23.469,5.4297,0.1687,3.2031,-31.203,-3.1035,-3.8438,-8.0938,0.1748,-2.502,-6.4961,-3.959,-4.4844,9.6953,-7.7852,-4.3555,-3.7871,-2.5664,-14.25,2.8164,3.2148,-13.07,3.7676,6.5156,5.5703,-5.7891,-4.6641,-8.2422,-7.8672,-12.25,-4.1484,2.7812,3.8438,-7.1016,-7.7539,-7.4609,-6.1016,-4.6172,-5.6211,-6.3242,-9.7422,-11.125,-2.3672,-3.959,-4.7734,7.0859,5.9609,6.1797,5.0664,6.4727,5.3555,-13.336
,12/02/2018,-2.1289,-22.312,-24.75,1.2881,2.9961,8.8125,4.1484,3.5938,3.4668,1.9785,3.2031,5.9219,1.5898,3.2578,4.0977,-1.6406,-3.9922,3.5469,-2.2148,-1.7686,-2.5938,-1.5049,-3.5586,-0.4668,0.78516,0.092529,0.44702,-0.26685,-5.5039,-3.2266,-1.4307,-4.875,-2.5508,-4.8516,-9.1953,-9.2031,-7.5508,3.9297,3.8809,-3.8184,-8.0625,-10.281,-5.9219,4.9844,-22.953,-22.672,5.5,-0.25488,3.3008,-29.047,-4.0586,-4.0742,-7.5,-0.7793,-2.248,-6.5547,-4.1055,-4.5625,8.7109,-8.8906,-4.3867,-3.6641,-3.1016,-15.297,2.6543,2.9199,-14.273,2.6211,4.9492,4.0117,-6.207,-5.1055,-8.6406,-8.1719,-13.094,-4.8672,2.916,3.3516,-7.2852,-7.7578,-6.0195,-7.0469,-4.418,-5.4375,-6.0352,-9.4453,-11.117,-2.8965,-3.5801,-4.2891,6.1602,5.0234,5.8477,4.8359,5.9102,5.2461,-13.414
,18/02/2018,-2.4805,-23.031,-25.391,0.91797,2.541,7.9844,3.6055,3.5137,3.1504,1.3555,3.7891,5.7734,1.7178,4.2031,4.7188,-2.3887,-4.1172,3.5059,-2.5918,-1.8223,-2.7695,-1.165,-4.0234,-0.96191,0.27173,-0.33691,0.4436,-0.54932,-4.6094,-1.8184,-2.1152,-5.3242,-3.8809,-3.9102,-9.0781,-8.7266,-7.1797,3.4824,3.3965,-3.6152,-6.4883,-11.227,-5.7031,5.2891,-22.484,-20.812,5.2578,-0.87451,2.459,-28.172,-5.8906,-4.5625,-7.0664,-1.5859,-3.1777,-6.4453,-4.1484,-4.4883,7.5,-9.4297,-4.3984,-3.8496,-3.2695,-15.75,2.4492,2.4141,-14.922,1.7051,4.2812,2.9492,-7.4375,-6.7344,-7.8555,-6.9414,-12.914,-6.457,2.9004,2.127,-7.4531,-7.2969,-5.4609,-5.3008,-3.8594,-4.7344,-5.1367,-9.4922,-11.25,-3.1016,-3.7188,-4.2109,5.6836,5.3633,5.3828,4.543,6.3281,5.0742,-13.148
,24/02/2018,-2.7383,-23.312,-25.984,0.63428,2.3926,6.8242,3.793,3.7969,3.1602,1.7334,4.4766,5.5977,1.8906,5.4102,5.6797,-2.5254,-4.1016,3.0977,-2.3125,-1.5732,-3.3047,-2.377,-4.6602,-1.7031,-0.4585,-0.92041,-0.198,-1.0342,-4.1914,-1.2773,-2.5605,-5.3086,-3.2285,-3.5449,-9.9766,-8.8828,-7.1367,3.2148,2.8789,-3,-6.1172,-12.859,-5.4961,5.2422,-21.969,-19.766,5.3984,-1.2236,2.0703,-28.078,-6.5703,-4.9375,-6.4492,-1.6758,-3.9727,-6.3086,-4.0547,-4.3164,6.582,-8.8047,-4.3828,-3.8848,-3.1074,-15.812,2.3613,2.3242,-15.758,0.67871,3.6328,2.0547,-8.4297,-7.9648,-7.3125,-6.2852,-13.047,-7.2266,2.9551,-0.73047,-7.293,-6.7695,-6.1641,-4.3867,-3.5938,-4.3164,-4.5703,-9.1094,-11.32,-3.3457,-3.9297,-4.582,5.7383,6.7656,5.2422,4.457,7.6836,5.2461,-13.328
,02/03/2018,-2.7988,-23.859,-26.891,0.35156,1.8379,5.9219,3.9082,4.3164,3.1094,2.2109,5.0039,5.7578,2.1387,6.1211,6.3477,-2.4316,-3.6895,1.9062,-2.4766,-1.2471,-2.998,-2.4727,-4.7148,-1.7188,-0.53223,-1.0869,-0.604,-1.9121,-4.7578,-2.0371,-3.2441,-5.3672,-1.4941,-3.8184,-9.3906,-6.7812,-6.9492,3.0059,1.8047,-2.8711,-5.4609,-13.453,-5.2695,5.7891,-20.656,-18.391,5.4258,-2.416,1.5918,-28.016,-6.0625,-5.3789,-5.8242,-1.8789,-5.1953,-6.3984,-4.2188,-4.4766,6.5898,-8.125,-4.668,-4.625,-3.25,-15.398,2.2988,2.2988,-15.453,0.52002,3.7852,1.9053,-9.3672,-9.2109,-6.3594,-5.2305,-12.852,-6.7148,3.0312,-2.4453,-7.2031,-6.2969,-7.7422,-3.2695,-4.0078,-4.6016,-4.7891,-9.2266,-11.062,-3.6309,-4.6289,-5.6016,6.1328,7.9922,4.9766,4.2422,9.0078,4.9023,-12.875
,08/03/2018,-1.9746,-23.859,-27.156,-0.10022,1.3691,5.3516,3.8047,3.6543,2.6211,2.1152,3.873,4.8477,1.7393,4.4492,5.2148,-0.93457,-3.6582,1.1592,-2.1973,-1.6553,-2.8945,-2.4414,-4.5547,-1.7383,-0.49609,-0.8208,-0.25171,-2.2012,-5.0586,-2.5547,-2.9766,-4.4648,0.13855,-4.4102,-9.5312,-6.2148,-7.1094,2.3594,2.1426,-3.0645,-6.3906,-12.586,-5.5273,5.0508,-18.969,-16.141,4.9141,-4.4961,1.2119,-26.734,-6.875,-5.2031,-6.3359,-2.293,-4.8711,-6.8555,-4.7773,-5.0234,7.1602,-8.1406,-5.0156,-4.9453,-3.7148,-15.336,2.1992,2.5469,-14.398,0.35303,3.0742,1.9229,-9.0547,-8.5547,-6.8281,-5.668,-13.523,-5.3125,2.9668,-3.0391,-7.5938,-7.0938,-8.9688,-4.1992,-4.9062,-5.4922,-5.7852,-9.0938,-10.422,-4.0273,-5.0586,-6.0352,6.0508,7.25,4.6914,3.9883,8.7578,4.7461,-12.703
,14/03/2018,-1.3115,-24.266,-27.5,-0.41309,0.51514,4.6562,3.3203,2.7168,1.9707,1.4863,2.7637,4.0664,1.0957,2.6836,3.9219,0.65039,-3.6777,0.84082,-2.3984,-2.1719,-2.5195,-1.3574,-4.1367,-1.3984,-0.043182,-0.28418,0.12927,-2.7559,-4.8086,-2.3066,-2.377,-3.7988,0.29468,-4.5039,-8.1875,-5,-7.2969,1.3535,1.6201,-3.7754,-6.7617,-11.297,-5.5469,4.5195,-16.875,-14.273,4.0547,-6.7266,0.8584,-25.047,-8.2734,-5.2148,-6.8867,-3.1504,-4.7227,-7.3008,-5.4102,-5.5742,7.5469,-8.7031,-5.5156,-5.332,-4.4141,-15.414,2.0762,2.6504,-13.141,0.35913,2.2852,1.9883,-9.0703,-8.4219,-8.4844,-6.8242,-13.898,-3.4316,3.2305,-0.20325,-7.8086,-7.5898,-9.5234,-5.2344,-5.8008,-6.4023,-6.7031,-8.7969,-9.7188,-4.3398,-5.3984,-6.1211,5.8555,5.9062,4.4648,3.8887,7.4922,4.5078,-12.844
,20/03/2018,-1.208,-24.609,-27.844,-0.85889,-0.16504,4.25,2.6777,1.4492,1.2734,0.14722,1.3359,2.9629,0.1261,0.82275,2.6406,1.583,-3.9941,0.32666,-2.4238,-2.2461,-2.0293,-0.3999,-3.6035,-0.88086,0.52197,0.8418,1.0439,-2.0625,-3.9941,-1.0225,-1.6758,-3.1094,-0.36157,-4.3008,-7.832,-6.3867,-7.3086,0.55273,1.6484,-4.2031,-6.707,-10.008,-5.3867,3.4609,-15.164,-13.016,3,-8.2188,0.44067,-23.734,-10.648,-5.0547,-7.9727,-3.6523,-4.6211,-7.8281,-6.2188,-6.1484,7.668,-9.5547,-5.918,-5.3828,-4.9922,-15.578,1.7832,2.3535,-11.516,0.104,1.3408,1.9385,-8.8359,-8.0547,-9.7734,-8.2422,-13.383,-3.0625,3.1797,1.2217,-7.8242,-7.918,-9.8594,-5.75,-6.1992,-6.7617,-6.9766,-8.4062,-9.2109,-4.4414,-5.0391,-5.5508,5.5742,5.0352,4.2773,3.8574,6.3203,4.6133,-12.5
,26/03/2018,-1.3506,-26.188,-29.375,-1.7275,-0.96533,2.4453,1.665,0.51807,0.36743,-0.84717,0.43994,1.791,-0.78613,-0.13049,1.4834,2.6152,-3.4648,-0.29297,-2.2832,-1.5156,-0.49341,1.3506,-2.2793,0.42432,1.7588,2.041,1.9707,-0.98584,-2.5977,0.71045,-0.74072,-2.3496,-0.57715,-2.6582,-5.0273,-5.0273,-6.0469,-0.30908,0.55127,-3.6973,-4.8242,-8.6562,-4.7773,3.1133,-12.477,-11.859,1.8359,-10.352,-0.5835,-22.812,-12.211,-5.4492,-8.2969,-4.1836,-5.7227,-8.3906,-7.3906,-6.9961,7.6914,-10.602,-6.3477,-5.6992,-5.6055,-15.938,1.7695,1.9521,-9.7031,0.39478,0.97461,1.9375,-9.0312,-8.4531,-9.6719,-8.8828,-11.219,-2.293,3.0703,2.3691,-6.7578,-6.7227,-10.531,-6.8477,-6.8672,-7.2969,-7.4258,-7.1172,-8,-4.918,-5.125,-5.5391,5.1016,4.9961,3.7461,3.5566,5.3516,3.6406,-11.094
,01/04/2018,-1.2466,-26.898,-30.133,-2.3911,-1.2092,1.7778,1.2319,0.026367,-0.069458,-1.303,-0.11768,1.1687,-1.2808,-0.61847,0.84174,3.1465,-3.0762,-0.59692,-2.0601,-1.0833,0.45544,2.5835,-1.5051,1.1326,2.3677,2.7715,2.7393,-0.069092,-1.9644,1.4031,-0.14282,-1.8589,-0.099243,-1.8638,-3.916,-4.4971,-5.2754,-0.48804,0.27346,-2.9512,-3.7031,-7.9609,-4.4141,2.7627,-11.191,-10.98,1.3582,-11.336,-1.0227,-22.516,-13.066,-5.5156,-8.6758,-4.3477,-6.2012,-8.6641,-8.0234,-7.5332,8.084,-10.961,-6.5703,-5.9375,-5.9609,-16.055,1.8833,1.8325,-8.5098,0.71106,1.145,2.3955,-8.9805,-8.3828,-8.9492,-8.7812,-10.016,-2.1147,2.9365,2.2588,-5.9941,-5.9531,-11.07,-7.1777,-7.0586,-7.4277,-7.5898,-6.5488,-6.9961,-5.1035,-5.1484,-5.5352,4.8613,5.1953,3.4209,3.3535,5.0527,3.2695,-9.5703
,07/04/2018,-1.1426,-27.609,-30.891,-3.0547,-1.4531,1.1104,0.79883,-0.46533,-0.50635,-1.7588,-0.67529,0.54639,-1.7754,-1.1064,0.20007,3.6777,-2.6875,-0.90088,-1.8369,-0.65088,1.4043,3.8164,-0.73096,1.8408,2.9766,3.502,3.5078,0.84766,-1.3311,2.0957,0.45508,-1.3682,0.37866,-1.0693,-2.8047,-3.9668,-4.5039,-0.66699,-0.0043564,-2.2051,-2.582,-7.2656,-4.0508,2.4121,-9.9062,-10.102,0.88037,-12.32,-1.4619,-22.219,-13.922,-5.582,-9.0547,-4.5117,-6.6797,-8.9375,-8.6562,-8.0703,8.4766,-11.32,-6.793,-6.1758,-6.3164,-16.172,1.9971,1.7129,-7.3164,1.0273,1.3154,2.8535,-8.9297,-8.3125,-8.2266,-8.6797,-8.8125,-1.9365,2.8027,2.1484,-5.2305,-5.1836,-11.609,-7.5078,-7.25,-7.5586,-7.7539,-5.9805,-5.9922,-5.2891,-5.1719,-5.5312,4.6211,5.3945,3.0957,3.1504,4.7539,2.8984,-8.0469
,13/04/2018,-0.69244,-28.406,-31.617,-3.9043,-1.6167,0.13135,0.43182,-0.72266,-0.92798,-1.8599,-0.99146,0.11853,-2.2119,-1.3291,-0.30597,4.917,-1.8613,-0.96069,-1.3311,-0.31543,2.291,5.1621,0.11523,2.4546,3.5254,3.7861,3.7559,1.1846,-0.69379,2.7725,1.29,-0.61371,0.828,-0.1875,-1.5952,-2.96,-3.7363,-1.0386,-0.25706,-1.1427,-1.3974,-6.6523,-3.6846,2.374,-8.6699,-9.0098,0.47928,-13.434,-1.7505,-21.742,-14.492,-5.7598,-8.8828,-4.4492,-7.0938,-9.0664,-9.0742,-8.4062,8.6641,-11.625,-7.0039,-6.4805,-6.9336,-16.547,2.3169,1.8584,-6.5703,1.1797,1.3823,3.2295,-8.8594,-8.1836,-7.793,-8.4102,-7.7969,-1.024,2.7588,2.3906,-4.3506,-4.2246,-11.938,-8.4141,-7.5742,-7.9199,-8.1738,-5.1172,-4.7822,-5.623,-5.4688,-5.627,4.4355,5.627,2.9551,3.0625,4.4648,2.6348,-6.4941
,19/04/2018,-0.24231,-29.203,-32.344,-4.7539,-1.7803,-0.84766,0.064819,-0.97998,-1.3496,-1.9609,-1.3076,-0.30933,-2.6484,-1.5518,-0.81201,6.1562,-1.0352,-1.0205,-0.8252,0.02002,3.1777,6.5078,0.96143,3.0684,4.0742,4.0703,4.0039,1.5215,-0.056519,3.4492,2.125,0.14075,1.2773,0.69434,-0.38574,-1.9531,-2.9688,-1.4102,-0.50977,-0.080261,-0.21277,-6.0391,-3.3184,2.3359,-7.4336,-7.918,0.078186,-14.547,-2.0391,-21.266,-15.062,-5.9375,-8.7109,-4.3867,-7.5078,-9.1953,-9.4922,-8.7422,8.8516,-11.93,-7.2148,-6.7852,-7.5508,-16.922,2.6367,2.0039,-5.8242,1.332,1.4492,3.6055,-8.7891,-8.0547,-7.3594,-8.1406,-6.7812,-0.11139,2.7148,2.6328,-3.4707,-3.2656,-12.266,-9.3203,-7.8984,-8.2812,-8.5938,-4.2539,-3.5723,-5.957,-5.7656,-5.7227,4.25,5.8594,2.8145,2.9746,4.1758,2.3711,-4.9414
,25/04/2018,0.4353,-29.406,-32.688,-5.8125,-2.1875,-1.3076,-0.082092,-1.2852,-1.8945,-2.6211,-1.749,-0.60059,-3.209,-1.9229,-1.2373,7.7539,0.41919,-1.0674,0.39014,0.50293,3.9648,7.9414,1.4189,3.4375,3.7793,4.7109,4.0898,1.668,0.26245,3.8223,3.0586,0.81055,1.9043,1.1592,-0.14062,-1.7422,-2.8926,-1.6484,-0.82227,1.5693,0.059418,-6.0234,-2.9648,2.2305,-6.5,-6.6328,-0.35229,-15.5,-1.9912,-20.734,-15.742,-6.1016,-8.7422,-4.3203,-7.8945,-9.4062,-9.7656,-9.1641,8.6172,-12.336,-7.8984,-7.3945,-9.5,-17.688,2.6562,2.0273,-5.5586,-0.37769,0.85889,3.7402,-8.7891,-7.8828,-7.5352,-8.0078,-6.207,0.74902,2.4824,2.7461,-2.3965,-2.2012,-12.602,-10.227,-8.1094,-8.5312,-8.6641,-3.5,-2.2461,-6.1602,-5.8516,-5.5625,3.9277,5.7852,2.6602,2.9375,3.7617,2.7461,-3.2344
,01/05/2018,1.0605,-29.734,-33.094,-6.957,-2.7461,-2.3262,-0.46826,-1.5527,-2.7617,-3.541,-2.0488,-0.96387,-3.7422,-2.5332,-1.7168,9.0625,1.9922,-0.90625,1.6748,0.92139,4.7188,9.9062,2.0742,3.6523,3.0293,4.6523,2.9551,1.043,0.48047,4.1367,3.4355,1.4688,2.0703,1.3721,0.023727,-0.85596,-3.4297,-2.6172,-1.5488,2.7012,0.037079,-5.8086,-2.9785,1.7969,-5.8945,-6.2461,-1.3555,-17.266,-2.9434,-20.109,-16.016,-6.8906,-9.0391,-4.5625,-8.6484,-9.9688,-10.148,-9.5312,7.3906,-13.305,-8.75,-8.1094,-12.617,-18.938,1.8105,1.1221,-5.8594,-3.1035,-0.84473,2.0723,-9.3438,-8.5469,-8.7969,-8.4141,-6.293,1.125,1.3955,1.8057,-2.0254,-1.6445,-12.531,-12.602,-8.9844,-9.3906,-9.2188,-2.8438,-1.8975,-6.875,-6.4219,-5.9414,3.1875,4.2852,1.9971,2.2969,2.4395,2.1172,-2.8438
,07/05/2018,1.4385,-29.969,-33.531,-7.3359,-3.9668,-3.0293,-1.125,-2.7578,-3.9824,-5.0938,-3.0684,-2.1758,-4.25,-3.5703,-2.6484,8.6875,3.1309,-0.79443,2.8496,1.1045,4.5547,11.172,2.0938,3.3672,1.4453,5.2227,2.3203,1.2559,0.51025,4.0312,3.2344,1.3203,2.3379,1.4727,-1.3623,-1.2246,-4.1797,-3.5273,-2.5703,3.1641,-2.0664,-6.3203,-3.3223,0.70068,-5.6758,-6.6797,-2.7812,-19.375,-4.3984,-20.172,-16.016,-7.7305,-10.18,-5.9922,-9.4141,-10.891,-10.844,-10.281,6.0234,-14.336,-9.7969,-8.3594,-15.016,-20.047,-0.06543,-0.41772,-6.8516,-6.1328,-2.8574,0.14331,-10.539,-9.8594,-9.8828,-9.0547,-7.3984,0.40137,-0.50537,-0.11816,-2.0508,-1.7559,-12.664,-15.18,-9.8047,-9.8359,-9.4297,-2.75,-2.168,-7.8711,-7.1055,-6.9414,1.5068,1.4707,0.35547,0.82178,0.28589,0.62158,-3.7227
,13/05/2018,1.1582,-30.547,-33.969,-7.9062,-4.4648,-3.1094,-2.0234,-4.1172,-4.8477,-6.2266,-3.8418,-3.0684,-4.8359,-4.2852,-3.3008,7.2227,3.6055,-0.54785,3.0332,0.6333,5.2969,13.438,2.9844,3.5293,1.0303,4.7656,1.7988,1.5566,0.11188,3.7578,2.6543,1.1523,1.9883,0.74951,-2.0234,-0.9668,-4.707,-4.3945,-3.293,2.2148,-1.9395,-5.8477,-3.6934,-0.56641,-7.2305,-8.7969,-3.8105,-19.922,-5.793,-20.844,-15.93,-8.2891,-11.891,-7.0273,-10.148,-11.688,-11.375,-10.82,5.1836,-15.016,-10.797,-9.1562,-16.141,-20.375,-1.5947,-1.8242,-6.6289,-6.5391,-3.8105,-1.2441,-11.477,-11.016,-11.289,-10.023,-8.1094,-0.91162,-2.0742,-1.7627,-2.877,-2.5312,-13.461,-16.625,-10.297,-10.297,-10.031,-3.5273,-2.7441,-8.8516,-7.9844,-8.2891,0.57861,-0.66211,-0.95703,-0.49585,-1.2832,-1.0674,-3.584
,19/05/2018,1.0596,-30.797,-33.938,-7.6641,-4.5898,-1.8232,-2.3984,-5.0898,-5.2812,-6.5469,-4.6094,-3.7598,-5.1602,-4.3086,-3.9609,5.4102,3.7969,0.091492,3.1543,0.23584,5.7148,13.484,3.4219,3.7012,0.95264,5.1484,2.1836,2.2949,-0.40112,3.5684,2.5352,0.18335,1.6543,0.12573,-3.4922,-2.4238,-4.3242,-4.4922,-3.3262,1.0322,-1.8105,-5.8555,-3.6621,-0.8584,-8.5469,-10.008,-3.8887,-19.344,-6.3789,-21.812,-15.477,-8.375,-12.805,-7.625,-10.305,-11.914,-11.406,-11.141,4.2617,-15.023,-11.797,-9.5156,-14.93,-20.031,-2.1543,-1.9092,-6.793,-5.8477,-3.7285,-1.3281,-11.602,-11.18,-10.695,-9.9453,-8.7422,-1.5996,-3.0352,-2.6543,-3.4004,-3.2227,-13.953,-16.344,-10.312,-10.336,-10.344,-4.3203,-2.9785,-9.2734,-8.5234,-9.1328,0.2832,-1.6445,-1.4062,-1.0127,-1.9688,-1.4033,-3.416
